"Census Tract","FIPS Code","Formatted FIPS","Estimated percent of all people under 18 between 2013-2017."
"36027120000, NY","36027120000","=""36027120000""","17.77"
"36071011000, NY","36071011000","=""36071011000""","25.32"
"36105950600, NY","36105950600","=""36105950600""","18.83"
"36023970400, NY","36023970400","=""36023970400""","19.77"
"36075021401, NY","36075021401","=""36075021401""","11.80"
"36055015400, NY","36055015400","=""36055015400""","19.24"
"36089490100, NY","36089490100","=""36089490100""","19.63"
"36117020500, NY","36117020500","=""36117020500""","21.54"
"36067011900, NY","36067011900","=""36067011900""","23.54"
"36039081101, NY","36039081101","=""36039081101""","20.29"
"36063024201, NY","36063024201","=""36063024201""","18.44"
"36071011701, NY","36071011701","=""36071011701""","21.63"
"36083052502, NY","36083052502","=""36083052502""","21.65"
"36109001600, NY","36109001600","=""36109001600""","18.38"
"36011040600, NY","36011040600","=""36011040600""","20.78"
"36091060701, NY","36091060701","=""36091060701""","23.80"
"36085990100, NY","36085990100","=""36085990100""","N/A"
"36043010502, NY","36043010502","=""36043010502""","19.95"
"36105951200, NY","36105951200","=""36105951200""","24.72"
"36117020800, NY","36117020800","=""36117020800""","14.74"
"36007012202, NY","36007012202","=""36007012202""","17.76"
"36103124402, NY","36103124402","=""36103124402""","18.68"
"36067016700, NY","36067016700","=""36067016700""","17.44"
"36039080900, NY","36039080900","=""36039080900""","15.49"
"36027040001, NY","36027040001","=""36027040001""","20.31"
"36073040802, NY","36073040802","=""36073040802""","21.71"
"36103190707, NY","36103190707","=""36103190707""","21.40"
"36069050301, NY","36069050301","=""36069050301""","19.66"
"36111951200, NY","36111951200","=""36111951200""","16.63"
"36071014501, NY","36071014501","=""36071014501""","22.95"
"36115088000, NY","36115088000","=""36115088000""","21.55"
"36079011000, NY","36079011000","=""36079011000""","20.49"
"36063022702, NY","36063022702","=""36063022702""","20.19"
"36103180300, NY","36103180300","=""36103180300""","23.23"
"36029015001, NY","36029015001","=""36029015001""","18.98"
"36079010200, NY","36079010200","=""36079010200""","20.51"
"36111953700, NY","36111953700","=""36111953700""","22.83"
"36089490300, NY","36089490300","=""36089490300""","24.14"
"36111953000, NY","36111953000","=""36111953000""","13.58"
"36103190401, NY","36103190401","=""36103190401""","20.75"
"36111953300, NY","36111953300","=""36111953300""","21.77"
"36065022702, NY","36065022702","=""36065022702""","18.26"
"36063024405, NY","36063024405","=""36063024405""","15.53"
"36097950200, NY","36097950200","=""36097950200""","23.45"
"36001014613, NY","36001014613","=""36001014613""","18.07"
"36009960200, NY","36009960200","=""36009960200""","21.74"
"36013037300, NY","36013037300","=""36013037300""","20.73"
"36071010902, NY","36071010902","=""36071010902""","22.05"
"36105951900, NY","36105951900","=""36105951900""","19.50"
"36103170001, NY","36103170001","=""36103170001""","16.27"
"36021000500, NY","36021000500","=""36021000500""","24.04"
"36067016901, NY","36067016901","=""36067016901""","23.55"
"36035971400, NY","36035971400","=""36035971400""","23.08"
"36103169704, NY","36103169704","=""36103169704""","7.51"
"36055014802, NY","36055014802","=""36055014802""","17.17"
"36027040003, NY","36027040003","=""36027040003""","21.52"
"36093032504, NY","36093032504","=""36093032504""","16.27"
"36015010700, NY","36015010700","=""36015010700""","21.86"
"36087010101, NY","36087010101","=""36087010101""","22.09"
"36029014701, NY","36029014701","=""36029014701""","23.82"
"36059416900, NY","36059416900","=""36059416900""","21.57"
"36029940000, NY","36029940000","=""36029940000""","25.71"
"36071012300, NY","36071012300","=""36071012300""","23.81"
"36071013100, NY","36071013100","=""36071013100""","25.60"
"36067015601, NY","36067015601","=""36067015601""","21.25"
"36013036902, NY","36013036902","=""36013036902""","16.20"
"36039081102, NY","36039081102","=""36039081102""","23.39"
"36101962200, NY","36101962200","=""36101962200""","25.42"
"36071011601, NY","36071011601","=""36071011601""","17.80"
"36091060601, NY","36091060601","=""36091060601""","18.46"
"36063024202, NY","36063024202","=""36063024202""","17.82"
"36083052203, NY","36083052203","=""36083052203""","19.75"
"36103190704, NY","36103190704","=""36103190704""","15.01"
"36007012702, NY","36007012702","=""36007012702""","18.96"
"36059990301, NY","36059990301","=""36059990301""","N/A"
"36071011500, NY","36071011500","=""36071011500""","16.92"
"36071013600, NY","36071013600","=""36071013600""","21.45"
"36069050602, NY","36069050602","=""36069050602""","19.91"
"36007012701, NY","36007012701","=""36007012701""","23.78"
"36029015600, NY","36029015600","=""36029015600""","20.17"
"36093033101, NY","36093033101","=""36093033101""","16.86"
"36055015102, NY","36055015102","=""36055015102""","23.35"
"36007012000, NY","36007012000","=""36007012000""","20.60"
"36093032602, NY","36093032602","=""36093032602""","18.68"
"36065025800, NY","36065025800","=""36065025800""","22.96"
"36069050102, NY","36069050102","=""36069050102""","26.14"
"36091061401, NY","36091061401","=""36091061401""","26.64"
"36045061000, NY","36045061000","=""36045061000""","23.27"
"36071014502, NY","36071014502","=""36071014502""","21.73"
"36011040700, NY","36011040700","=""36011040700""","18.75"
"36071013300, NY","36071013300","=""36071013300""","23.23"
"36071013900, NY","36071013900","=""36071013900""","26.29"
"36103170201, NY","36103170201","=""36103170201""","17.76"
"36067011300, NY","36067011300","=""36067011300""","13.56"
"36105951100, NY","36105951100","=""36105951100""","16.87"
"36035970300, NY","36035970300","=""36035970300""","13.97"
"36067010400, NY","36067010400","=""36067010400""","26.23"
"36011040400, NY","36011040400","=""36011040400""","22.91"
"36033940000, NY","36033940000","=""36033940000""","18.13"
"36103170002, NY","36103170002","=""36103170002""","15.56"
"36063023401, NY","36063023401","=""36063023401""","18.27"
"36039080501, NY","36039080501","=""36039080501""","15.22"
"36117020302, NY","36117020302","=""36117020302""","20.39"
"36091061901, NY","36091061901","=""36091061901""","19.92"
"36027160003, NY","36027160003","=""36027160003""","18.24"
"36119012400, NY","36119012400","=""36119012400""","20.67"
"36111950400, NY","36111950400","=""36111950400""","17.54"
"36071011702, NY","36071011702","=""36071011702""","24.99"
"36113070602, NY","36113070602","=""36113070602""","12.15"
"36117020101, NY","36117020101","=""36117020101""","25.08"
"36087011601, NY","36087011601","=""36087011601""","27.60"
"36071014800, NY","36071014800","=""36071014800""","22.01"
"36119015000, NY","36119015000","=""36119015000""","20.73"
"36067012100, NY","36067012100","=""36067012100""","23.80"
"36101962800, NY","36101962800","=""36101962800""","21.03"
"36067016501, NY","36067016501","=""36067016501""","25.42"
"36043011301, NY","36043011301","=""36043011301""","11.40"
"36029015301, NY","36029015301","=""36029015301""","18.41"
"36001014501, NY","36001014501","=""36001014501""","19.32"
"36109002000, NY","36109002000","=""36109002000""","19.84"
"36055015101, NY","36055015101","=""36055015101""","21.87"
"36063022711, NY","36063022711","=""36063022711""","23.55"
"36027110003, NY","36027110003","=""36027110003""","24.87"
"36055014903, NY","36055014903","=""36055014903""","18.14"
"36103169902, NY","36103169902","=""36103169902""","13.81"
"36117020401, NY","36117020401","=""36117020401""","19.76"
"36103159410, NY","36103159410","=""36103159410""","30.36"
"36067016600, NY","36067016600","=""36067016600""","20.99"
"36103190705, NY","36103190705","=""36103190705""","15.58"
"36055014602, NY","36055014602","=""36055014602""","21.57"
"36109001400, NY","36109001400","=""36109001400""","16.22"
"36027110004, NY","36027110004","=""36027110004""","15.03"
"36091061701, NY","36091061701","=""36091061701""","23.91"
"36103201003, NY","36103201003","=""36103201003""","19.38"
"36021001100, NY","36021001100","=""36021001100""","15.41"
"36083052002, NY","36083052002","=""36083052002""","16.75"
"36019102100, NY","36019102100","=""36019102100""","19.38"
"36023971000, NY","36023971000","=""36023971000""","16.99"
"36071011400, NY","36071011400","=""36071011400""","19.85"
"36029015402, NY","36029015402","=""36029015402""","18.12"
"36117020201, NY","36117020201","=""36117020201""","22.95"
"36069051500, NY","36069051500","=""36069051500""","18.90"
"36053940103, NY","36053940103","=""36053940103""","17.33"
"36021001900, NY","36021001900","=""36021001900""","22.63"
"36071014302, NY","36071014302","=""36071014302""","25.23"
"36111954100, NY","36111954100","=""36111954100""","21.47"
"36029015201, NY","36029015201","=""36029015201""","18.70"
"36111951500, NY","36111951500","=""36111951500""","17.30"
"36109001500, NY","36109001500","=""36109001500""","25.29"
"36029015302, NY","36029015302","=""36029015302""","13.76"
"36071011801, NY","36071011801","=""36071011801""","23.20"
"36001014302, NY","36001014302","=""36001014302""","25.16"
"36111953900, NY","36111953900","=""36111953900""","21.88"
"36027050205, NY","36027050205","=""36027050205""","22.23"
"36019100700, NY","36019100700","=""36019100700""","22.00"
"36119014901, NY","36119014901","=""36119014901""","25.16"
"36057072400, NY","36057072400","=""36057072400""","26.04"
"36105951500, NY","36105951500","=""36105951500""","29.96"
"36029014101, NY","36029014101","=""36029014101""","18.36"
"36091062602, NY","36091062602","=""36091062602""","24.41"
"36029014102, NY","36029014102","=""36029014102""","15.83"
"36113070900, NY","36113070900","=""36113070900""","23.12"
"36029015202, NY","36029015202","=""36029015202""","17.67"
"36029015503, NY","36029015503","=""36029015503""","16.92"
"36007012103, NY","36007012103","=""36007012103""","20.85"
"36103190402, NY","36103190402","=""36103190402""","22.21"
"36117020301, NY","36117020301","=""36117020301""","24.04"
"36113070601, NY","36113070601","=""36113070601""","14.69"
"36021000402, NY","36021000402","=""36021000402""","22.77"
"36029007302, NY","36029007302","=""36029007302""","23.74"
"36103190706, NY","36103190706","=""36103190706""","16.27"
"36111954000, NY","36111954000","=""36111954000""","11.72"
"36119012700, NY","36119012700","=""36119012700""","28.57"
"36079010800, NY","36079010800","=""36079010800""","17.94"
"36119014805, NY","36119014805","=""36119014805""","23.76"
"36071011802, NY","36071011802","=""36071011802""","23.73"
"36021000401, NY","36021000401","=""36021000401""","16.01"
"36101962900, NY","36101962900","=""36101962900""","26.38"
"36117020202, NY","36117020202","=""36117020202""","29.95"
"36119007600, NY","36119007600","=""36119007600""","31.69"
"36027160004, NY","36027160004","=""36027160004""","16.97"
"36027080104, NY","36027080104","=""36027080104""","22.57"
"36091061301, NY","36091061301","=""36091061301""","26.62"
"36117020402, NY","36117020402","=""36117020402""","20.76"
"36027070101, NY","36027070101","=""36027070101""","17.00"
"36119014606, NY","36119014606","=""36119014606""","24.00"
"36087010503, NY","36087010503","=""36087010503""","17.86"
"36065025003, NY","36065025003","=""36065025003""","9.08"
"36119012502, NY","36119012502","=""36119012502""","22.34"
"36027060202, NY","36027060202","=""36027060202""","18.67"
"36021002000, NY","36021002000","=""36021002000""","18.80"
"36059517701, NY","36059517701","=""36059517701""","23.22"
"36059990302, NY","36059990302","=""36059990302""","N/A"
"36079011700, NY","36079011700","=""36079011700""","22.09"
"36027150004, NY","36027150004","=""36027150004""","24.71"
"36029014208, NY","36029014208","=""36029014208""","22.01"
"36079010900, NY","36079010900","=""36079010900""","22.38"
"36029013501, NY","36029013501","=""36029013501""","18.07"
"36027020005, NY","36027020005","=""36027020005""","23.30"
"36027080103, NY","36027080103","=""36027080103""","24.38"
"36001014301, NY","36001014301","=""36001014301""","19.62"
"36021000600, NY","36021000600","=""36021000600""","19.52"
"36099950600, NY","36099950600","=""36099950600""","19.01"
"36075020702, NY","36075020702","=""36075020702""","23.64"
"36055011505, NY","36055011505","=""36055011505""","24.33"
"36027150005, NY","36027150005","=""36027150005""","24.21"
"36007012101, NY","36007012101","=""36007012101""","19.38"
"36029014702, NY","36029014702","=""36029014702""","23.61"
"36027130003, NY","36027130003","=""36027130003""","21.08"
"36083052003, NY","36083052003","=""36083052003""","14.98"
"36065026100, NY","36065026100","=""36065026100""","14.23"
"36083052004, NY","36083052004","=""36083052004""","15.53"
"36063023402, NY","36063023402","=""36063023402""","18.72"
"36069050101, NY","36069050101","=""36069050101""","23.22"
"36059521902, NY","36059521902","=""36059521902""","23.98"
"36119011800, NY","36119011800","=""36119011800""","26.21"
"36071010901, NY","36071010901","=""36071010901""","26.11"
"36089490900, NY","36089490900","=""36089490900""","16.20"
"36103158710, NY","36103158710","=""36103158710""","24.27"
"36103169701, NY","36103169701","=""36103169701""","21.73"
"36119012304, NY","36119012304","=""36119012304""","30.54"
"36071010102, NY","36071010102","=""36071010102""","22.39"
"36105951000, NY","36105951000","=""36105951000""","25.01"
"36105950700, NY","36105950700","=""36105950700""","22.55"
"36109001000, NY","36109001000","=""36109001000""","18.41"
"36111950500, NY","36111950500","=""36111950500""","17.80"
"36027150003, NY","36027150003","=""36027150003""","6.32"
"36071014700, NY","36071014700","=""36071014700""","19.06"
"36071014202, NY","36071014202","=""36071014202""","26.89"
"36079011900, NY","36079011900","=""36079011900""","25.01"
"36099950300, NY","36099950300","=""36099950300""","19.34"
"36055014803, NY","36055014803","=""36055014803""","25.72"
"36071010101, NY","36071010101","=""36071010101""","22.76"
"36067016502, NY","36067016502","=""36067016502""","21.20"
"36065025001, NY","36065025001","=""36065025001""","14.22"
"36103190604, NY","36103190604","=""36103190604""","16.89"
"36091062404, NY","36091062404","=""36091062404""","14.43"
"36083052402, NY","36083052402","=""36083052402""","17.59"
"36119012600, NY","36119012600","=""36119012600""","24.20"
"36119012303, NY","36119012303","=""36119012303""","26.48"
"36055013204, NY","36055013204","=""36055013204""","20.85"
"36109000900, NY","36109000900","=""36109000900""","17.98"
"36045060804, NY","36045060804","=""36045060804""","26.47"
"36117020102, NY","36117020102","=""36117020102""","12.91"
"36059518201, NY","36059518201","=""36059518201""","25.41"
"36083052204, NY","36083052204","=""36083052204""","20.46"
"36103110101, NY","36103110101","=""36103110101""","28.36"
"36071014400, NY","36071014400","=""36071014400""","23.17"
"36029013502, NY","36029013502","=""36029013502""","24.93"
"36065025400, NY","36065025400","=""36065025400""","19.52"
"36059517902, NY","36059517902","=""36059517902""","17.29"
"36111952700, NY","36111952700","=""36111952700""","15.09"
"36013035100, NY","36013035100","=""36013035100""","19.50"
"36111955400, NY","36111955400","=""36111955400""","15.26"
